p_id,wave_num,time_glbcc
Ph-W102491,17,10
Ph-W102790,17,35
Ph-W102796,17,10
Ph-W102931,17,12
Ph-W102964,17,8
Ph-W103055,17,20
Ph-W103242,17,15
Ph-W103261,17,21
Ph-W103275,17,14
Ph-W103291,17,221
Ph-W103307,17,12
Ph-W103353,17,15
Ph-W103519,17,16
Ph-W103733,17,13
Ph-W103747,17,13
Ph-W103748,17,28
Ph-W103774,17,34
Ph-W103834,17,12
Ph-W103843,17,14
Ph-W103957,17,0
Ph-W104167,17,27
Ph-W104173,17,15
Ph-W104225,17,25
Ph-W104273,17,8
Ph-W104357,17,11
Ph-W104375,17,20
Ph-W104515,17,9
Ph-W104545,17,15
Ph-W104865,17,20
Ph-W105152,17,20
Ph-W105435,17,6
Ph-W105464,17,7
Ph-W105555,17,45
Ph-W105566,17,10
Ph-W105636,17,37
Ph-W105757,17,8
Ph-W105851,17,13
Ph-W105855,17,13
Ph-W105891,17,7
Ph-W105911,17,15
Ph-W106216,17,13
Ph-W106282,17,23
Ph-W106284,17,31
Ph-W106296,17,19
Ph-W106362,17,9
Ph-W106454,17,11
Ph-W106517,17,21
Ph-W106625,17,16
Ph-W106740,17,14
Ph-W106820,17,29
Ph-W106822,17,9
Ph-W106886,17,16
Ph-W106973,17,8
Ph-W106982,17,46
Ph-W106989,17,12
Ph-W107099,17,10
Ph-W107887,17,9
Ph-W108083,17,14
Ph-W108195,17,73
Ph-W108233,17,8
Ph-W108325,17,24
Ph-W108333,17,8
Ph-W108343,17,12
Ph-W108534,17,10
Ph-W108550,17,18
Ph-W108635,17,12
Ph-W108638,17,19
Ph-W108675,17,10
Ph-W108680,17,19
Ph-W108761,17,22
Ph-W108835,17,6
Ph-W109053,17,8
Ph-W109090,17,17
Ph-W109135,17,27
Ph-W109196,17,18
Ph-W109270,17,10
Ph-W109320,17,23
Ph-W109339,17,1
Ph-W109442,17,12
Ph-W109453,17,24
Ph-W109463,17,23
Ph-W109691,17,24
Ph-W109698,17,70
Ph-W109831,17,7
Ph-W109855,17,23
Ph-W109888,17,9
Ph-W110846,17,18
Ph-W116741,17,10
Ph-W118443,17,23
Ph-W118980,17,13
Ph-W200026,17,16
Ph-W200056,17,12
Ph-W200078,17,21
Ph-W200242,17,8
Ph-W200329,17,0
Ph-W200552,17,15
Ph-W200563,17,14
Ph-W200805,17,14
Ph-W200908,17,5
Ph-W200915,17,13
Ph-W200982,17,31
Ph-W201080,17,20
Ph-W201159,17,34
Ph-W201290,17,25
Ph-W201293,17,10
Ph-W201369,17,18
Ph-W201461,17,11
Ph-W201620,17,17
Ph-W201734,17,30
Ph-W201747,17,25
Ph-W201759,17,11
Ph-W201868,17,11
Ph-W201869,17,17
Ph-W201909,17,15
Ph-W201952,17,7
Ph-W201982,17,16
Ph-W202154,17,14
Ph-W202187,17,18
Ph-W202189,17,28
Ph-W202213,17,24
Ph-W202242,17,10
Ph-W202264,17,15
Ph-W202323,17,19
Ph-W202357,17,12
Ph-W202418,17,20
Ph-W202438,17,6
Ph-W202449,17,31
Ph-W202460,17,25
Ph-W202493,17,14
Ph-W202696,17,11
Ph-W202712,17,5
Ph-W202780,17,6
Ph-W202825,17,25
Ph-W202826,17,9
Ph-W202839,17,8
Ph-W202843,17,4
Ph-W202900,17,9
Ph-W202951,17,11
Ph-W202974,17,8
Ph-W202979,17,8
Ph-W203159,17,25
Ph-W203233,17,21
Ph-W203287,17,20
Ph-W203428,17,36
Ph-W203467,17,21
Ph-W203470,17,9
Ph-W203484,17,11
Ph-W203504,17,11
Ph-W203593,17,11
Ph-W203679,17,7
Ph-W203717,17,9
Ph-W203797,17,15
Ph-W203799,17,3
Ph-W203903,17,54
Ph-W204023,17,11
Ph-W204055,17,12
Ph-W204175,17,5
Ph-W204252,17,13
Ph-W204278,17,11
Ph-W204386,17,8
Ph-W204572,17,13
Ph-W204613,17,11
Ph-W204645,17,10
Ph-W204658,17,7
Ph-W204662,17,34
Ph-W204692,17,16
Ph-W204921,17,24
Ph-W205120,17,12
Ph-W205148,17,9
Ph-W205211,17,9
Ph-W205349,17,39
Ph-W205790,17,49
Ph-W206317,17,9
Ph-W206545,17,16
Ph-W206657,17,10
Ph-W206717,17,8
Ph-W206760,17,40
Ph-W206830,17,7
Ph-W206845,17,18
Ph-W206886,17,18
Ph-W207112,17,20
Ph-W207182,17,13
Ph-W207349,17,24
Ph-W207429,17,9
Ph-W207472,17,13
Ph-W207822,17,25
Ph-W207986,17,25
Ph-W208945,17,22
Ph-W208975,17,17
Ph-W208991,17,10
Ph-W209236,17,19
Ph-W209298,17,11
Ph-W209341,17,19
Ph-W209499,17,3
Ph-W209500,17,14
Ph-W209599,17,5
Ph-W209658,17,30
Ph-W209671,17,25
Ph-W209969,17,25
Ph-W209998,17,21
Ph-W210055,17,22
Ph-W210205,17,204
Ph-W210345,17,218
Ph-W210545,17,9
Ph-W210604,17,37
Ph-W210611,17,14
Ph-W210664,17,9
Ph-W210714,17,7
Ph-W210822,17,27
Ph-W210841,17,25
Ph-W210902,17,15
Ph-W210941,17,7
Ph-W211012,17,10
Ph-W211138,17,6
Ph-W211299,17,16
Ph-W211344,17,9
Ph-W211360,17,16
Ph-W211396,17,9
Ph-W211509,17,24
Ph-W211696,17,28
Ph-W211703,17,33
Ph-W211723,17,14
Ph-W211837,17,6
Ph-W211859,17,10
Ph-W211933,17,13
Ph-W211935,17,17
Ph-W211978,17,11
Ph-W211995,17,6
Ph-W212085,17,21
Ph-W212096,17,19
Ph-W212146,17,29
Ph-W212276,17,58
Ph-W212286,17,24
Ph-W212501,17,23
Ph-W212557,17,33
Ph-W212579,17,26
Ph-W212618,17,21
Ph-W212668,17,15
Ph-W212739,17,20
Ph-W212769,17,10
Ph-W212771,17,14
Ph-W212780,17,13
Ph-W212829,17,8
Ph-W212832,17,5
Ph-W212856,17,8
Ph-W212874,17,11
Ph-W213009,17,26
Ph-W213033,17,13
Ph-W213036,17,20
Ph-W213143,17,7
Ph-W213165,17,18
Ph-W213171,17,6
Ph-W213282,17,13
Ph-W213324,17,17
Ph-W213561,17,35
Ph-W213595,17,11
Ph-W213626,17,14
Ph-W213663,17,8
Ph-W214025,17,9
Ph-W214117,17,8
Ph-W214121,17,22
Ph-W214144,17,14
Ph-W214177,17,10
Ph-W214182,17,3
Ph-W214189,17,8
Ph-W214297,17,23
Ph-W214338,17,14
Ph-W214373,17,12
Ph-W214406,17,19
Ph-W214478,17,8
Ph-W214623,17,18
Ph-W214718,17,9
Ph-W214726,17,22
Ph-W214750,17,8
Ph-W214763,17,9
Ph-W214776,17,9
Ph-W214820,17,9
Ph-W215107,17,10
Ph-W215177,17,8
Ph-W215261,17,6
Ph-W215285,17,40
Ph-W215333,17,8
Ph-W215357,17,10
Ph-W215386,17,9
Ph-W215395,17,19
Ph-W215498,17,179
Ph-W215813,17,7
Ph-W216098,17,30
Ph-W216399,17,14
Ph-W216415,17,12
Ph-W216416,17,10
Ph-W216458,17,15
Ph-W216706,17,13
Ph-W216882,17,32
Ph-W216886,17,11
Ph-W216917,17,5
Ph-W216962,17,11
Ph-W217030,17,18
Ph-W217119,17,14
Ph-W217191,17,13
Ph-W217226,17,9
Ph-W217238,17,11
Ph-W217302,17,26
Ph-W217329,17,10
Ph-W217334,17,0
Ph-W217367,17,14
Ph-W217464,17,15
Ph-W217497,17,11
Ph-W217511,17,16
Ph-W217550,17,11
Ph-W217926,17,9
Ph-W218062,17,10
Ph-W218145,17,15
Ph-W218517,17,28
Ph-W218656,17,39
Ph-W218776,17,9
Ph-W218795,17,12
Ph-W218941,17,16
Ph-W219122,17,14
Ph-W219143,17,42
Ph-W219239,17,20
Ph-W219271,17,25
Ph-W219301,17,17
Ph-W219409,17,10
Ph-W219444,17,19
Ph-W219723,17,11
Ph-W300025,17,7
Ph-W300058,17,11
Ph-W300141,17,9
Ph-W300149,17,13
Ph-W300150,17,9
Ph-W300329,17,12
Ph-W300468,17,46
Ph-W300482,17,8
Ph-W300499,17,18
Ph-W300528,17,13
Ph-W300546,17,7
Ph-W300560,17,22
Ph-W300563,17,11
Ph-W300577,17,24
Ph-W300765,17,19
Ph-W300915,17,8
Ph-W300941,17,10
Ph-W300944,17,13
Ph-W300978,17,35
Ph-W301040,17,6
Ph-W301057,17,13
Ph-W301069,17,26
Ph-W301082,17,11
Ph-W301270,17,17
Ph-W301271,17,20
Ph-W301354,17,15
Ph-W301373,17,16
Ph-W301436,17,308
Ph-W301471,17,18
Ph-W301511,17,18
Ph-W301545,17,9
Ph-W301779,17,11
Ph-W301999,17,26
Ph-W302050,17,20
Ph-W302098,17,10
Ph-W302186,17,26
Ph-W302264,17,19
Ph-W302284,17,12
Ph-W302362,17,32
Ph-W302387,17,17
Ph-W302391,17,17
Ph-W302489,17,23
Ph-W302515,17,11
Ph-W302632,17,28
Ph-W302653,17,69
Ph-W302697,17,12
Ph-W302699,17,13
Ph-W302839,17,11
Ph-W302848,17,5
Ph-W302871,17,9
Ph-W302942,17,11
Ph-W302958,17,19
Ph-W302984,17,14
Ph-W302994,17,20
Ph-W303053,17,12
Ph-W303084,17,16
Ph-W303171,17,26
Ph-W303195,17,11
Ph-W303286,17,12
Ph-W303345,17,11
Ph-W303430,17,28
Ph-W303461,17,7
Ph-W303547,17,8
Ph-W303647,17,13
Ph-W303683,17,7
Ph-W303757,17,17
Ph-W303887,17,12
Ph-W303892,17,10
Ph-W303970,17,19
Ph-W304009,17,19
Ph-W304050,17,42
Ph-W304051,17,27
Ph-W304077,17,10
Ph-W304239,17,12
Ph-W304246,17,21
Ph-W304255,17,12
Ph-W304345,17,37
Ph-W304377,17,14
Ph-W304389,17,15
Ph-W304500,17,6
Ph-W304558,17,15
Ph-W304751,17,10
Ph-W304765,17,84
Ph-W304791,17,14
Ph-W304846,17,14
Ph-W304854,17,14
Ph-W304948,17,66
R2NM1000,17,8
R2NM10009,17,4
R2NM1005,17,21
R2NM10196,17,8
R2NM10242,17,13
R2NM10309,17,15
R2NM10448,17,20
R2NM10495,17,502
R2NM10662,17,14
R2NM10749,17,27
R2NM10789,17,12
R2NM10905,17,23
R2NM11104,17,16
R2NM11144,17,51
R2NM11442,17,14
R2NM11513,17,67
R2NM11568,17,32
R2NM11609,17,8
R2NM11644,17,15
R2NM11686,17,7
R2NM11694,17,1155
R2NM11951,17,5
R2NM12150,17,88
R2NM12294,17,10
R2NM1236,17,12
R2NM12486,17,10
R2NM12692,17,7
R2NM12848,17,6
R2NM1295,17,37
R2NM13057,17,9
R2NM13314,17,6
R2NM13360,17,14
R2NM13402,17,10
R2NM13561,17,16
R2NM13737,17,4
R2NM14027,17,10
R2NM14232,17,12
R2NM14355,17,3
R2NM14361,17,42
R2NM14498,17,8
R2NM14538,17,13
R2NM1465,17,8
R2NM14797,17,12
R2NM14856,17,15
R2NM15133,17,18
R2NM1541,17,19
R2NM15490,17,12
R2NM16057,17,172
r2nm16258,17,8
R2NM16591,17,15
R2NM16634,17,11
R2NM16838,17,6
R2NM1697,17,13
R2NM1702,17,8
R2NM17153,17,19
R2NM17477,17,0
R2NM18016,17,82
R2NM18038,17,8
R2NM18247,17,15
R2NM18272,17,12
R2NM18455,17,20
R2NM18709,17,16
R2NM18715,17,8
R2NM18837,17,14
R2NM18839,17,9
R2NM18957,17,18
R2NM18967,17,18
R2NM19045,17,9
R2NM19219,17,0
R2NM19239,17,9
R2NM19307,17,9
r2nm19343,17,9
R2NM1957,17,23
R2NM20016,17,19
R2NM20055,17,13
R2NM20568,17,8
R2NM20630,17,16
R2NM20666,17,10
R2NM20854,17,8
R2NM21070,17,13
R2NM21090,17,17
R2NM21130,17,30
R2NM21276,17,10
R2NM21429,17,5
R2NM21476,17,8
R2NM21571,17,12
R2NM226,17,10
R2NM2294,17,6
R2NM2490,17,5
R2NM2602,17,19
R2NM2676,17,10
R2NM282,17,11
R2NM2959,17,20
R2NM2993,17,9
R2NM3084,17,29
R2NM3243,17,24
R2NM328,17,7
R2NM3372,17,5
R2NM342,17,7
R2NM3458,17,9
R2NM356,17,10
R2NM3760,17,16
R2NM3921,17,9
R2NM3971,17,11
R2NM40005,17,16
R2NM40085,17,16
R2NM40105,17,19
R2NM40232,17,10
R2NM40529,17,19
R2NM40646,17,428
R2NM40722,17,7
R2NM41021,17,15
R2NM41085,17,25
R2NM41301,17,8
R2NM41336,17,15
R2NM41516,17,26
R2NM41634,17,12
R2NM41670,17,42
R2NM4175,17,16
R2NM41785,17,8
R2NM41852,17,10
R2NM41866,17,35
R2NM41940,17,10
R2NM42017,17,17
R2NM42108,17,7
R2NM42115,17,16
R2NM42285,17,19
R2NM42299,17,15
R2NM42374,17,15
R2NM4244,17,30
R2NM4255,17,15
R2NM42660,17,21
R2NM42708,17,10
R2NM42727,17,17
R2NM42842,17,47
R2NM43027,17,16
R2NM43032,17,23
R2NM43055,17,15
R2NM43124,17,7
R2NM43342,17,17
R2NM43396,17,10
R2NM43435,17,21
R2NM4345,17,44
R2NM43470,17,9
R2NM43550,17,32
R2NM43609,17,19
R2NM43614,17,1903
R2NM43729,17,13
R2NM44152,17,19
R2NM44165,17,24
R2NM44328,17,12
R2NM44374,17,9
R2NM4451,17,126
R2NM44659,17,16
R2NM44890,17,7
R2NM44894,17,10
R2NM44998,17,10
R2NM45359,17,11
R2NM45479,17,39
R2NM4558,17,20
R2NM45667,17,17
R2NM45671,17,7
R2NM473,17,17
R2NM4814,17,14
R2NM4874,17,6
R2NM5020,17,18
R2NM5145,17,17
R2NM5163,17,17
R2NM5205,17,17
R2NM5618,17,15
R2NM5643,17,5
R2NM5654,17,0
R2NM5682,17,9
R2NM5701,17,15
R2NM5883,17,17
R2NM6204,17,32
R2NM652,17,13
R2NM657,17,6
R2NM670,17,4
R2NM7098,17,22
R2NM738,17,20
R2NM7438,17,6
R2NM7441,17,16
R2NM7450,17,56
R2NM7576,17,6
R2NM7632,17,4
R2NM7702,17,18
R2NM832,17,10
R2NM8400,17,20
R2NM8563,17,24
R2NM8629,17,6
R2NM8825,17,18
R2NM8854,17,13
R2NM8892,17,19
R2NM9005,17,9
R2NM9174,17,6
R2NM9368,17,14
R2NM9456,17,5
R2NM98,17,15
R2NM9841,17,6
R2PH1,17,93
R2PH10022,17,23
R2PH1009,17,15
R2PH10346,17,11
R2PH10368,17,6
R2PH10467,17,13
R2PH10469,17,11
R2PH10693,17,18
R2PH10738,17,8
R2PH10771,17,27
R2PH10805,17,12
R2PH10809,17,25
R2PH10927,17,16
R2PH11103,17,9
R2PH11261,17,21
R2PH11292,17,19
R2PH11432,17,23
R2PH11594,17,21
R2PH11790,17,9
R2PH11825,17,8
R2PH11880,17,12
R2PH11984,17,8
R2PH11991,17,3
R2PH12158,17,13
R2PH1218,17,26
R2PH1237,17,24
R2PH12603,17,16
R2PH12667,17,23
R2PH12703,17,12
R2PH12826,17,17
R2PH13062,17,12
R2PH13113,17,7
R2PH13201,17,9
R2PH13443,17,12
R2PH13466,17,11
R2PH13552,17,10
R2PH1357,17,15
R2PH13604,17,14
R2PH13677,17,18
R2PH13703,17,13
R2PH13804,17,24
R2PH13846,17,12
R2PH13896,17,12
R2PH14036,17,31
R2PH14245,17,17
R2PH14353,17,24
R2PH14560,17,9
R2PH14616,17,11
R2PH14725,17,18
R2PH14807,17,15
R2PH14853,17,22
R2PH1488,17,13
R2PH1489,17,23
R2PH14951,17,16
R2PH15031,17,31
R2PH151,17,14
R2PH15122,17,30
R2PH15301,17,69
R2PH15324,17,4
R2PH15392,17,5
R2PH155,17,16
R2PH15616,17,10
R2PH15617,17,24
R2PH15731,17,9
R2PH15819,17,26
R2PH15865,17,12
R2PH16027,17,15
R2PH16079,17,20
R2PH16143,17,18
R2PH16206,17,25
R2PH1622,17,17
R2PH1639,17,13
R2PH16456,17,10
R2PH1652,17,0
R2PH16550,17,9
R2PH16603,17,12
R2PH16667,17,9
R2PH1671,17,19
R2PH16913,17,36
R2PH17068,17,53
R2PH17093,17,19
R2PH17144,17,8
R2PH17206,17,10
R2PH17223,17,14
R2PH17276,17,18
R2PH17337,17,12
R2PH17356,17,25
R2PH17450,17,6
R2PH17572,17,20
R2PH17619,17,18
R2PH17640,17,5
R2PH1788,17,23
R2PH17888,17,14
R2PH17913,17,13
R2PH18069,17,9
R2PH18088,17,9
R2PH18109,17,22
R2PH1811,17,15
R2PH1844,17,6
R2PH1858,17,11
R2PH18617,17,12
R2PH18653,17,18
R2PH1869,17,18
R2PH18718,17,7
R2PH1877,17,6
R2PH1881,17,10
R2PH1894,17,6
R2PH19132,17,10
R2PH1916,17,11
R2PH19181,17,29
R2PH19220,17,17
R2PH19232,17,11
R2PH19392,17,17
R2PH19437,17,15
R2PH19636,17,13
R2PH1965,17,15
R2PH1972,17,11
R2PH19947,17,6
R2PH20247,17,18
R2PH20272,17,11
R2PH20316,17,21
R2PH20329,17,8
R2PH2054,17,7
R2PH20791,17,0
R2PH21100,17,33
R2PH21216,17,13
R2PH21239,17,6
R2PH21324,17,14
R2PH21427,17,7
R2PH21566,17,18
R2PH21588,17,14
R2PH21863,17,8
R2PH2187,17,19
R2PH22009,17,10
R2PH22042,17,9
R2PH22156,17,12
R2PH22257,17,15
R2PH22274,17,16
R2PH22296,17,25
R2PH22572,17,16
R2PH22658,17,16
R2PH22664,17,36
R2PH227,17,8
R2PH22972,17,69
R2PH23062,17,9
R2PH23088,17,15
R2PH23111,17,21
R2PH23209,17,18
R2PH23387,17,13
R2PH2346,17,10
R2PH23460,17,25
R2PH23491,17,19
R2PH23673,17,23
R2PH23710,17,19
R2PH2386,17,12
R2PH23952,17,31
R2PH23985,17,17
R2PH2405,17,65
R2PH24080,17,7
R2PH24243,17,13
R2PH24423,17,16
R2PH24529,17,16
R2PH24530,17,7
R2PH24574,17,17
R2PH24885,17,11
R2PH24892,17,9
R2PH25076,17,26
R2PH25400,17,14
R2PH25609,17,11
R2PH25637,17,16
R2PH25664,17,7
R2PH25691,17,8
R2PH25786,17,24
R2PH25899,17,21
R2PH2590,17,20
R2PH26031,17,10
R2PH26195,17,13
R2PH26474,17,13
R2PH26602,17,12
R2PH26774,17,19
R2PH26871,17,20
R2PH26875,17,30
R2PH26908,17,13
R2PH27068,17,20
R2PH27219,17,10
R2PH27226,17,24
R2PH27335,17,22
R2PH27385,17,13
R2PH27387,17,16
R2PH27432,17,12
R2PH2744,17,11
R2PH27448,17,12
R2PH27592,17,9
R2PH27797,17,7
R2PH27856,17,8
R2PH2801,17,14
R2PH2833,17,12
R2PH2840,17,5
R2PH28633,17,22
R2PH29219,17,6
R2PH29263,17,15
R2PH29267,17,80
R2PH29315,17,11
R2PH29692,17,5
R2PH29881,17,19
R2PH29980,17,9
R2PH30079,17,7
R2PH30207,17,9
R2PH3045,17,9
R2PH3052,17,20
R2PH30540,17,12
R2PH3078,17,10
R2PH30782,17,22
R2PH30864,17,6
R2PH310,17,11
R2PH31043,17,8
R2PH31264,17,10
R2PH31467,17,8
R2PH31575,17,47
R2PH31605,17,16
R2PH31640,17,11
R2PH3173,17,38
R2PH32058,17,17
R2PH32062,17,14
R2PH32229,17,13
R2PH32480,17,9
R2PH32755,17,15
R2PH32760,17,15
R2PH32999,17,12
R2PH33267,17,18
R2PH33445,17,7
R2PH33497,17,8
R2PH33511,17,12
R2PH3359,17,8
R2PH33774,17,19
R2PH3384,17,10
R2PH33865,17,29
R2PH33898,17,41
R2PH34180,17,11
R2PH34183,17,21
R2PH34248,17,14
R2PH34375,17,13
R2PH34382,17,10
R2PH34621,17,34
R2PH3464,17,13
R2PH35171,17,10
R2PH35177,17,16
R2PH35191,17,12
R2PH35259,17,23
R2PH35300,17,34
R2PH35545,17,7
R2PH35571,17,7
R2PH35611,17,15
R2PH36040,17,13
R2PH3612,17,9
R2PH3633,17,13
R2PH3634,17,12
R2PH36383,17,8
R2PH36395,17,12
R2PH36418,17,20
R2PH36582,17,24
R2PH37023,17,7
R2PH37153,17,18
R2PH37245,17,13
R2PH37403,17,11
R2PH37524,17,15
R2PH37533,17,15
R2PH37620,17,15
R2PH37808,17,17
R2PH3784,17,6
R2PH37847,17,19
R2PH37949,17,8
R2PH37950,17,31
R2PH38085,17,4
R2PH38100,17,19
R2PH38301,17,7
R2PH38536,17,14
R2PH38588,17,18
R2PH38658,17,24
R2PH38780,17,22
R2PH39017,17,31
R2PH39071,17,27
R2PH39116,17,21
R2PH39389,17,15
R2PH39427,17,19
R2PH39496,17,11
R2PH39683,17,16
R2PH40007,17,18
R2PH40030,17,21
R2PH40035,17,10
R2PH40067,17,13
R2PH40102,17,12
R2PH4014,17,12
R2PH40140,17,13
R2PH40160,17,9
R2PH40208,17,12
R2PH40319,17,20
R2PH40411,17,18
R2PH40440,17,9
R2PH40461,17,8
R2PH40463,17,9
R2PH4052,17,21
R2PH40584,17,6
R2PH40681,17,17
R2PH40682,17,25
R2PH40957,17,10
R2PH41017,17,19
R2PH41065,17,26
R2PH41184,17,27
R2PH41323,17,20
R2PH41368,17,19
R2PH41409,17,20
R2PH41487,17,36
R2PH41531,17,8
R2PH41537,17,11
R2PH41763,17,24
R2PH41831,17,39
R2PH41902,17,6
R2PH41957,17,16
R2PH42139,17,295
R2PH42225,17,19
R2PH42248,17,39
R2PH42298,17,26
R2PH42361,17,21
R2PH42382,17,11
R2PH42516,17,17
R2PH4263,17,13
R2PH42631,17,13
R2PH4265,17,12
R2PH42656,17,22
R2PH42751,17,9
R2PH42792,17,10
R2PH42806,17,12
R2PH42824,17,6
R2PH42924,17,31
R2PH43137,17,15
R2PH43152,17,7
R2PH43262,17,7
R2PH43284,17,16
R2PH43293,17,26
R2PH43487,17,12
R2PH43543,17,14
R2PH43629,17,10
R2PH43713,17,17
R2PH43839,17,19
R2PH4431,17,10
R2PH4470,17,11
R2PH4514,17,6
R2PH4595,17,11
R2PH4665,17,13
R2PH4672,17,23
R2PH4858,17,48
R2PH4870,17,12
R2PH4949,17,6
R2PH5041,17,93
R2PH5061,17,14
R2PH5177,17,19
R2PH5285,17,10
R2PH5345,17,9
R2PH5370,17,29
R2PH5384,17,18
R2PH5456,17,13
R2PH586,17,44
R2PH5963,17,15
R2PH6055,17,7
R2PH6116,17,108
R2PH622,17,13
R2PH6249,17,24
R2PH6323,17,30
R2PH6341,17,19
R2PH6364,17,10
R2PH6417,17,14
R2PH6446,17,26
R2PH6660,17,7
R2PH6836,17,15
R2PH687,17,11
R2PH6933,17,13
R2PH6990,17,16
R2PH6994,17,14
R2PH711,17,25
R2PH7280,17,16
R2PH7338,17,17
R2PH7347,17,16
R2PH7385,17,20
R2PH7415,17,8
R2PH7443,17,11
R2PH7465,17,0
R2PH7469,17,6
R2PH8171,17,11
R2PH8196,17,19
R2PH8324,17,7
R2PH8484,17,23
R2PH8547,17,10
R2PH8869,17,8
R2PH8876,17,12
R2PH8937,17,25
R2PH9170,17,19
R2PH9249,17,16
R2PH9491,17,21
R2PH9571,17,0
R2PH9655,17,9
R2PH9723,17,5
R2PH9885,17,11
R30KNM19167,17,7
R30KPH61237,17,6
R3CANM10427,17,16
R3CANM1749,17,19
R3CANM2616,17,10
R3CANM3290,17,9
R3CANM3822,17,11
R3CANM4277,17,26
R3CANM549,17,24
R3CANM5640,17,5
R3CANM6152,17,9
R3CANM6226,17,8
R3CANM6359,17,6
R3CANM6817,17,22
R3CANM683,17,10
R3CANM687,17,27
R3CANM7417,17,8
R3CANM7766,17,10
R3CANM8766,17,14
R3CANM9175,17,17
R3CANM9421,17,9
R3CANM9644,17,10
R3CANO10592,17,11
R3CAPH10576,17,19
R3CAPH1265,17,10
R3CAPH1306,17,9
R3CAPH1944,17,19
R3CAPH1991,17,30
R3CAPH2023,17,13
R3CAPH2025,17,8
R3CAPH203,17,21
R3CAPH2030,17,13
R3CAPH2090,17,15
R3CAPH2099,17,13
R3CAPH2109,17,19
R3CAPH2126,17,8
R3CAPH2129,17,6
R3CAPH2190,17,13
R3CAPH2200,17,9
R3CAPH2229,17,13
R3CAPH2389,17,24
R3CAPH2400,17,0
R3CAPH2605,17,19
R3CAPH2626,17,26
R3CAPH2805,17,20
R3CAPH2919,17,9
R3CAPH2969,17,18
R3CAPH341,17,16
R3CAPH3588,17,14
R3CAPH3844,17,83
R3CAPH3886,17,6
R3CAPH3895,17,49
R3CAPH4009,17,11
R3CAPH4015,17,13
R3CAPH4040,17,7
R3CAPH4398,17,20
R3CAPH4457,17,14
R3CAPH4604,17,21
R3CAPH4733,17,8
R3CAPH4927,17,15
R3CAPH50047,17,22
R3CAPH50114,17,9
R3CAPH50204,17,17
R3CAPH50348,17,26
R3CAPH50564,17,17
R3CAPH50588,17,6
R3CAPH50639,17,8
R3CAPH5087,17,29
R3CAPH5107,17,13
R3CAPH5113,17,7
R3CAPH51317,17,31
R3CAPH51594,17,18
R3CAPH52219,17,8
R3CAPH52334,17,7
R3CAPH5292,17,13
R3CAPH53053,17,8
R3CAPH53064,17,19
R3CAPH53189,17,20
R3CAPH5319,17,12
R3CAPH53214,17,22
R3CAPH53226,17,10
R3CAPH53270,17,19
R3CAPH53293,17,30
R3CAPH53327,17,19
R3CAPH5335,17,21
R3CAPH53441,17,22
R3CAPH53459,17,15
R3CAPH53486,17,34
R3CAPH53502,17,8
R3CAPH53514,17,7
R3CAPH53515,17,21
R3CAPH53559,17,8
R3CAPH53624,17,18
R3CAPH53643,17,15
R3CAPH53646,17,10
R3CAPH53738,17,19
R3CAPH53753,17,19
R3CAPH53766,17,15
R3CAPH53778,17,7
R3CAPH53950,17,15
R3CAPH53954,17,19
R3CAPH53963,17,10
R3CAPH54063,17,18
R3CAPH54077,17,16
R3CAPH54131,17,6
R3CAPH54160,17,20
R3CAPH54196,17,9
R3CAPH54226,17,48
R3CAPH54228,17,19
R3CAPH54233,17,12
R3CAPH54278,17,16
R3CAPH54346,17,20
R3CAPH54494,17,11
R3CAPH54535,17,10
R3CAPH54547,17,9
R3CAPH54655,17,16
R3CAPH5513,17,6
R3CAPH5534,17,12
R3CAPH5551,17,11
R3CAPH5666,17,20
R3CAPH5674,17,21
R3CAPH6011,17,54
R3CAPH6124,17,10
R3CAPH6634,17,11
R3CAPH6743,17,33
R3CAPH6748,17,15
R3CAPH6847,17,25
R3CAPH6950,17,20
R3CAPH6985,17,36
R3CAPH7,17,20
R3CAPH7542,17,19
R3CAPH8002,17,10
R3CAPH8011,17,9
R3CAPH8163,17,22
R3CAPH8318,17,9
R3CAPH8359,17,18
R3CAPH8406,17,10
R3CAPH8416,17,14
R3CAPH8511,17,26
R3CAPH8578,17,14
R3CAPH8609,17,8
R3CAPH8647,17,9
R3CAPH8651,17,15
R3CAPH92,17,10
R3CAPH9224,17,19
R3KINM49706,17,12
R3KINM49871,17,23
R3KINM51080,17,13
R3KINM52695,17,19
R3KINM54626,17,12
R3KINM56795,17,14
R3KINM58220,17,13
R3KINM58238,17,7
R3KINM59958,17,14
R3KINM60953,17,30
R3KINO54992,17,11
R3KIPH49913,17,22
R3KIPH49927,17,11
R3KIPH50005,17,24
R3KIPH50114,17,22
R3KIPH50281,17,22
R3KIPH50283,17,10
R3KIPH50286,17,7
R3KIPH50333,17,19
R3KIPH50359,17,25
R3KIPH50366,17,21
R3KIPH50374,17,5
R3KIPH50455,17,10
R3KIPH50478,17,23
R3KIPH51357,17,7
R3KIPH51613,17,11
R3KIPH51699,17,12
R3KIPH51796,17,15
R3KIPH51876,17,17
R3KIPH51986,17,13
R3KIPH52875,17,20
R3KIPH53276,17,16
R3KIPH53303,17,19
R3KIPH53317,17,27
R3KIPH53405,17,21
R3KIPH53571,17,19
R3KIPH53578,17,19
R3KIPH53608,17,28
R3KIPH53645,17,10
R3KIPH53728,17,19
R3KIPH53821,17,8
R3KIPH53828,17,9
R3KIPH54179,17,9
